trip_id	customer_id	flight_number	airline_id	aircraft	airport_src	airport_dst	departure_time	departure_date	flight_duration	travel_class	seat_number	price
967	5412292	ST2145	2547	73G	339	1051	21:45	02/02/2011	04:32	economy	8B	292
968	5412292	IB1630	2822	CR2	1229	1075	16:30	22/03/2012	01:49	economy	2J	95
968	5412292	IB1500	2822	CRK	1075	1229	15:00	27/03/2012	01:49	business	15J	495
969	5412292	AB1030	214	738	1051	347	10:30	23/09/2015	04:25	business	38B	683
969	5412292	AB0800	214	738	347	1051	08:00	02/10/2015	04:25	business	27A	683
970	5412292	LS1500	3026	733	1212	514	15:00	27/09/2017	02:39	economy	10J	155
970	5412292	LS1700	3026	733	514	1212	17:00	15/10/2017	02:39	business	35H	555
971	5412292	LH1830	3320	319	1246	345	18:30	31/12/2017	02:16	business	43F	528
971	5412292	LH0830	3320	319	345	1246	08:30	23/01/2018	02:16	economy	8E	128
972	5412292	VY0800	2439	320	1212	1218	08:00	14/04/2018	01:00	business	28G	436
972	5412292	VY0730	2439	320	1218	1212	07:30	08/05/2018	01:00	business	12G	436
973	6173709	TK0615	4951	738	1701	5801	06:15	29/01/2011	00:57	business	20J	433
973	6173709	TK1930	4951	738	5801	1701	19:30	13/02/2011	00:57	economy	7B	33
974	6173709	ST0600	2547	319	1688	400	06:00	30/10/2017	03:24	economy	6H	210
974	6173709	ST2045	2547	319	400	1688	20:45	15/11/2017	03:24	business	38I	610
975	6173709	PC0945	3926	738	1694	1706	09:45	23/12/2018	01:34	economy	9C	77
975	6173709	PC2115	3926	738	1706	1694	21:15	10/01/2019	01:34	economy	9B	77
976	8960252	OS0900	491	319	1613	1130	09:00	25/09/2017	03:56	economy	5I	248
976	8960252	OS1515	491	319	1130	1613	15:15	24/10/2017	03:56	business	26A	648
977	8960252	QR1545	4091	320	1613	11051	15:45	09/12/2017	05:26	business	35F	757
977	8960252	QR1400	4091	320	11051	1613	14:00	18/12/2017	05:26	economy	5H	357
978	8960252	AB2000	214	DH4	1613	347	20:00	26/02/2018	01:02	economy	10D	38
978	8960252	AB1045	214	DH4	347	1613	10:45	07/03/2018	01:02	business	19I	438
979	8960252	PS1315	5282	E90	1613	2947	13:15	12/05/2018	01:50	business	44E	497
979	8960252	PS1300	5282	E90	2947	1613	13:00	17/05/2018	01:50	economy	1A	97
980	8960252	PS1815	5282	E90	1613	2947	18:15	29/05/2018	01:50	economy	9J	97
980	8960252	PS1800	5282	E90	2947	1613	18:00	08/06/2018	01:50	business	13E	497
981	8960252	OS1745	491	DH4	1611	1613	17:45	17/12/2018	00:43	economy	1A	15
981	8960252	OS0845	491	D38	1613	1611	08:45	17/01/2019	00:43	business	38F	415
982	9777132	Y40915	5325	320	1804	3484	09:15	26/10/2017	03:07	economy	4F	189
982	9777132	Y41400	5325	320	3484	1804	14:00	25/11/2017	03:07	economy	7G	189
983	9777132	4O1700	17885	320	1824	1767	17:00	11/09/2018	01:48	business	39B	495
983	9777132	4O0715	17885	320	1767	1824	07:15	24/09/2018	01:48	economy	8D	95
984	9777132	Y40900	5325	319	1804	1831	09:00	05/12/2018	01:10	business	32A	448
984	9777132	Y41830	5325	319	1831	1804	18:30	12/12/2018	01:10	business	31D	448
985	9777132	OR1015	1299	763	1852	1923	10:15	29/12/2018	01:15	economy	10C	54
985	9777132	OR1015	1299	763	1923	1852	10:15	12/01/2019	01:15	business	19I	454
986	0016419	RJ2200	4259	E90	1613	609	22:00	30/10/2010	01:35	business	44I	478
986	0016419	RJ1830	4259	E90	609	1613	18:30	08/11/2010	01:35	economy	3H	78
987	8020133	W31630	20976	DH4	6730	273	16:30	03/05/2014	01:03	business	37C	440
987	8020133	W30800	20976	73G	273	6730	08:00	03/06/2014	01:03	economy	6A	40
988	8020133	ME1645	3490	332	270	2177	16:45	15/06/2017	05:02	economy	1C	328
988	8020133	ME0715	3490	332	2177	270	07:15	13/07/2017	05:02	business	16H	728
989	8020133	W31445	20976	DH4	266	260	14:45	27/09/2018	01:00	business	15F	436
989	8020133	W30915	20976	DH4	260	266	09:15	20/10/2018	01:00	business	35G	436
990	8020133	W31130	20976	CR9	273	9826	11:30	30/12/2018	01:11	economy	2G	50
990	8020133	W30830	20976	CR9	9826	273	08:30	08/01/2019	01:11	business	33D	450
991	6972893	S22215	241	73G	2997	3002	22:15	23/07/2011	01:19	economy	4E	59
991	6972893	S21030	241	738	3002	2997	10:30	21/08/2011	01:19	business	17G	459
992	6972893	G81045	2575	320	2997	3112	10:45	15/06/2012	02:34	economy	1G	150
992	6972893	6E1315	2850	320	3112	2997	13:15	06/07/2012	02:34	economy	3B	150
993	6972893	6E2200	2850	320	3131	3015	22:00	02/05/2016	01:36	economy	7H	80
993	6972893	6E2000	2850	320	3015	3131	20:00	02/06/2016	01:36	business	15A	480
994	6972893	S21815	241	738	3093	3098	18:15	03/06/2018	00:47	economy	10B	20
994	6972893	S22015	241	AT7	3098	3093	20:15	04/07/2018	00:47	business	25A	420
995	6972893	S22045	241	738	3131	3143	20:45	10/12/2018	00:52	business	38B	427
995	6972893	S21600	241	738	3143	3131	16:00	04/01/2019	00:52	economy	8F	27
996	5223445	FR1230	4296	738	4309	1515	12:30	26/06/2013	01:17	economy	6G	57
996	5223445	FR1845	4296	738	1515	4309	18:45	01/07/2013	01:17	business	18C	457
997	5223445	W61930	5461	320	1555	1194	19:30	08/03/2017	01:39	economy	3A	83
997	5223445	W62100	5461	320	1194	1555	21:00	01/04/2017	01:39	economy	9C	83
998	5223445	4U2130	2548	319	1561	352	21:30	13/01/2018	02:09	business	20A	520
998	5223445	4U1430	2548	319	352	1561	14:30	07/02/2018	02:09	business	42A	520
999	5223445	IG1415	3463	320	1520	351	14:15	24/02/2018	02:09	business	29A	519
999	5223445	IG0630	3463	320	351	1520	06:30	02/03/2018	02:09	business	30H	519
1000	5223445	FR1945	4296	738	1519	1525	19:45	09/12/2018	01:23	business	11I	464
1000	5223445	FR1915	4296	738	1525	1519	19:15	21/12/2018	01:23	economy	10G	64
1001	5223445	W61645	5461	320	1524	1657	16:45	29/12/2018	02:11	economy	8H	122
1001	5223445	W62000	5461	320	1657	1524	20:00	07/01/2019	02:11	economy	9C	122
1002	4588876	BM1915	312	ER4	687	666	19:15	31/10/2012	01:00	economy	1I	37
1002	4588876	BM1400	312	ER4	666	687	14:00	29/11/2012	01:00	economy	3G	37
1003	6938514	OK0945	1946	738	1452	1587	09:45	08/08/2015	02:49	economy	5H	167
1003	6938514	QS1045	5097	738	1587	1452	10:45	31/08/2015	02:49	economy	6I	167
1004	6938514	OA1930	3776	320	1469	3941	19:30	03/09/2016	00:49	business	32I	423
1004	6938514	OA1130	3776	320	3941	1469	11:30	14/09/2016	00:49	economy	5B	23
1005	6938514	TS0715	1317	330	3941	193	07:15	11/05/2018	10:36	business	15J	1131
1005	6938514	TS1130	1317	330	193	3941	11:30	19/05/2018	10:36	business	37F	1131
1006	6938514	A31445	96	320	1452	1264	14:45	23/06/2018	03:31	business	20C	618
1006	6938514	A31500	96	320	1264	1452	15:00	30/06/2018	03:31	business	26H	618
1007	6938514	HG1415	3661	320	1456	1613	14:15	26/08/2018	02:07	economy	9E	117
1007	6938514	HG2100	3661	E90	1613	1456	21:00	01/09/2018	02:07	business	20A	517
1008	5782451	4U1615	2548	319	3941	344	16:15	17/06/2012	02:55	economy	5H	175
1008	5782451	4U1745	2548	319	344	3941	17:45	13/07/2012	02:55	economy	6F	175
1009	5782451	AF0930	137	320	3941	1273	09:30	09/05/2014	02:59	economy	2F	179
1009	5782451	AF1145	137	320	1273	3941	11:45	09/06/2014	02:59	economy	4I	179
1010	5782451	A31645	96	320	1460	4029	16:45	07/06/2017	03:14	economy	9A	198
1010	5782451	A31045	96	320	4029	1460	10:45	30/06/2017	03:14	economy	8H	198
1011	5782451	OA0645	3776	DH4	3941	1190	06:45	24/03/2018	01:09	business	11F	447
1011	5782451	OA2145	3776	DH4	1190	3941	21:45	19/04/2018	01:09	business	44C	447
1012	5782451	FR2200	4296	738	1472	657	22:00	30/07/2018	04:02	business	44E	655
1012	5782451	FR2100	4296	738	657	1472	21:00	11/08/2018	04:02	business	16H	655
1013	5782451	U21400	2297	319	3941	337	14:00	15/11/2018	02:44	business	27I	561
1013	5782451	U20730	2297	319	337	3941	07:30	30/11/2018	02:44	business	37J	561
1014	5782451	U21300	2297	319	1452	478	13:00	21/12/2018	04:08	business	38H	663
1014	5782451	U21830	2297	320	478	1452	18:30	07/01/2019	04:08	economy	4E	263
1015	7611886	W61200	5461	320	665	668	12:00	18/02/2018	01:51	economy	10G	98
1015	7611886	W60915	5461	320	668	665	09:15	02/03/2018	01:51	economy	3J	98
1016	7611886	WF1600	5439	DH1	644	656	16:00	23/03/2018	00:50	economy	5F	24
1016	7611886	WF1445	5439	DH1	656	644	14:45	29/03/2018	00:50	economy	2C	24
1017	7611886	WF1645	5439	DH4	630	636	16:45	05/08/2018	00:49	business	22F	423
1017	7611886	WF1000	5439	DH3	636	630	10:00	16/08/2018	00:49	business	28G	423
1018	7611886	SK0715	4319	738	644	351	07:15	26/12/2018	01:33	economy	9B	76
1018	7611886	SK1600	4319	738	351	644	16:00	15/01/2019	01:33	economy	1H	76
1019	9287700	DY0715	3737	733	644	3959	07:15	03/01/2015	01:48	business	18F	494
1019	9287700	DY1845	3737	733	3959	644	18:45	15/01/2015	01:48	economy	6D	94
1020	9287700	WF1415	5439	DH3	638	666	14:15	12/10/2015	00:41	economy	2A	14
1020	9287700	WF1045	5439	DH3	666	638	10:45	05/11/2015	00:41	economy	2C	14
1021	0059700	IR1430	2922	100	2162	4331	14:30	28/10/2010	01:59	economy	3I	108
1021	0059700	IR0830	2922	100	4331	2162	08:30	05/11/2010	01:59	economy	5G	108
1022	0059700	SV2045	4533	AB6	2123	2074	20:45	18/07/2011	02:37	economy	6G	153
1022	0059700	SV0730	4533	AB6	2074	2123	07:30	04/08/2011	02:37	economy	10B	153
1023	2666516	ME1745	3490	321	2177	4130	17:45	31/12/2014	01:30	economy	1F	73
1023	2666516	ME1200	3490	320	4130	2177	12:00	26/01/2015	01:30	business	12G	473
1024	2666516	ME1000	3490	332	2177	1382	10:00	09/04/2015	04:27	business	43C	686
1024	2666516	ME1300	3490	332	1382	2177	13:00	17/04/2015	04:27	economy	7A	286
1025	2666516	G90645	329	320	2177	2191	06:45	15/04/2018	03:10	business	27B	593
1025	2666516	G91400	329	320	2191	2177	14:00	30/04/2018	03:10	business	15D	593
1026	2666516	G90645	329	320	2177	2191	06:45	23/06/2018	03:10	economy	2J	193
1026	2666516	G91400	329	320	2191	2177	14:00	30/06/2018	03:10	business	43I	593
1027	2666516	ME0745	3490	319	2177	1555	07:45	10/12/2018	03:15	economy	3E	199
1027	2666516	ME2100	3490	319	1555	2177	21:00	18/12/2018	03:15	economy	2A	199
1028	2666516	ME0715	3490	332	2177	270	07:15	29/12/2018	05:02	economy	4E	328
1028	2666516	ME0830	3490	332	270	2177	08:30	14/01/2019	05:02	economy	8H	328
1029	5772905	EY0930	2222	332	273	2179	09:30	25/08/2016	07:43	business	13F	922
1029	5772905	EY1715	2222	332	2179	273	17:15	17/09/2016	07:43	business	33B	922
1030	5772905	DH0930	10128	AT7	273	1044	09:30	30/11/2017	02:14	economy	5I	126
1030	5772905	DH1330	10128	AT7	1044	273	13:30	16/12/2017	02:14	business	37I	526
1031	5772905	W31330	20976	738	275	273	13:30	24/01/2018	01:02	business	36F	439
1031	5772905	W31130	20976	73G	273	275	11:30	14/02/2018	01:02	business	29F	439
1032	1912329	LH1900	3320	343	260	891	19:00	10/04/2016	01:15	economy	7G	54
1032	1912329	LH1345	3320	343	891	260	13:45	05/05/2016	01:15	economy	6A	54
1033	1912329	W31645	20976	DH4	260	266	16:45	16/07/2017	01:00	economy	9F	36
1033	1912329	W31445	20976	DH4	266	260	14:45	23/07/2017	01:00	economy	6I	36
1034	3669060	OA1400	3776	DH4	3941	1454	14:00	11/01/2015	00:45	business	12B	418
1034	3669060	OA1330	3776	DH4	1454	3941	13:30	04/02/2015	00:45	economy	3C	18
1035	3669060	TK0845	4951	321	3941	1701	08:45	01/12/2017	01:10	economy	2J	48
1035	3669060	TK1800	4951	738	1701	3941	18:00	29/12/2017	01:10	business	25A	448
1036	3669060	FR0645	4296	738	1460	548	06:45	15/05/2018	03:02	business	21I	583
1036	3669060	FR2045	4296	738	548	1460	20:45	03/06/2018	03:02	economy	9H	183
1037	3669060	LS1100	3026	752	1472	517	11:00	12/12/2018	04:13	business	43B	669
1037	3669060	LS2115	3026	752	517	1472	21:15	04/01/2019	04:13	business	33I	669
1038	8262592	AR0845	412	737	2442	2555	08:45	11/06/2018	02:00	economy	3A	108
1038	8262592	AR1215	412	737	2555	2442	12:15	25/06/2018	02:00	economy	2E	108
1039	8262592	LA1015	3200	320	2487	2442	10:15	03/08/2018	02:19	business	13J	531
1039	8262592	LA0745	3200	320	2442	2487	07:45	19/08/2018	02:19	business	32F	531
1040	9334224	WF1115	5439	DH4	638	636	11:15	13/02/2016	00:51	economy	10B	25
1040	9334224	WF1245	5439	DH3	636	638	12:45	02/03/2016	00:51	business	18A	425
1041	9334224	UA2015	5209	752	644	3494	20:15	20/03/2018	07:52	business	30A	934
1041	9334224	UA0645	5209	752	3494	644	06:45	15/04/2018	07:52	business	27C	934
1042	9334224	WF2015	5439	DH2	4328	637	20:15	02/06/2018	00:34	economy	7D	5
1042	9334224	WF1400	5439	DH2	637	4328	14:00	02/07/2018	00:34	economy	4B	5
1043	9334224	WF1445	5439	DH1	5587	5580	14:45	27/07/2018	00:33	business	20C	404
1043	9334224	WF0645	5439	DH1	5580	5587	06:45	18/08/2018	00:33	economy	9B	4
1044	9334224	WF1245	5439	DH1	662	644	12:45	03/11/2018	01:18	business	40J	458
1044	9334224	WF0845	5439	DH1	644	662	08:45	27/11/2018	01:18	business	42G	458
1045	9334224	WF0945	5439	DH4	663	636	09:45	09/12/2018	02:01	economy	7A	109
1045	9334224	WF1345	5439	DH4	636	663	13:45	23/12/2018	02:01	economy	8I	109
1046	9334224	SK1345	4319	738	644	478	13:45	31/12/2018	01:52	business	15G	499
1046	9334224	SK1945	4319	738	478	644	19:45	06/01/2019	01:52	economy	5E	99
1047	2193881	VW2230	1290	ATR	1824	1783	22:30	27/05/2018	00:52	economy	9G	27
1047	2193881	VW2230	1290	ATR	1783	1824	22:30	04/06/2018	00:52	economy	10G	27
1048	2193881	Y40900	5325	320	1824	3484	09:00	07/10/2018	03:36	economy	1I	225
1048	2193881	Y41530	5325	320	3484	1824	15:30	03/11/2018	03:36	business	30H	625
1049	2193881	AM1830	321	787	1824	2279	18:30	21/12/2018	14:30	business	38D	1413
1049	2193881	AM0830	321	787	2279	1824	08:30	28/12/2018	14:30	business	35J	1413
1050	6395863	VA1900	5360	E90	6255	3320	19:00	02/10/2018	02:20	economy	5J	133
1050	6395863	VA1930	5360	E90	3320	6255	19:30	02/11/2018	02:20	economy	6D	133
1051	6395863	TL1345	338	EM2	6296	3999	13:45	08/11/2018	00:57	economy	7F	33
1051	6395863	TL2100	338	EM2	3999	6296	21:00	06/12/2018	00:57	economy	8D	33
1052	6395863	VA2130	5360	332	3339	3351	21:30	28/12/2018	03:51	economy	1B	243
1052	6395863	VA1015	5360	332	3351	3339	10:15	17/01/2019	03:51	business	11H	643
1053	3260916	PS1030	5282	DH4	1613	2945	10:30	23/03/2011	01:12	economy	6I	51
1053	3260916	PS1300	5282	F70	2945	1613	13:00	04/04/2011	01:12	economy	9C	51
1054	3260916	UA1200	5209	763	1613	3830	12:00	16/07/2012	09:54	business	33I	1081
1054	3260916	UA0615	5209	763	3830	1613	06:15	15/08/2012	09:54	business	11D	1081
1055	3260916	HG1430	3661	320	1609	1056	14:30	09/09/2013	04:49	economy	4E	313
1055	3260916	HG1415	3661	320	1056	1609	14:15	04/10/2013	04:49	business	36B	713
1056	3260916	RJ2145	4259	E90	1613	1524	21:45	20/11/2016	01:18	economy	8I	59
1056	3260916	RJ1015	4259	E90	1524	1613	10:15	15/12/2016	01:18	economy	2J	59
1057	3260916	CI2245	1756	343	1613	2276	22:45	26/11/2018	11:39	economy	2B	807
1057	3260916	CI0945	1756	343	2276	1613	09:45	12/12/2018	11:39	business	16I	1207
1058	3260916	XQ0830	4573	738	1611	1688	08:30	21/12/2018	02:47	business	25G	566
1058	3260916	XQ1400	4573	738	1688	1611	14:00	18/01/2019	02:47	economy	5A	166
1059	8581257	TU1330	4870	319	287	1524	13:30	22/12/2018	01:43	business	15J	488
1059	8581257	TU1315	4870	320	1524	287	13:15	02/01/2019	01:43	business	44G	488
1060	9408691	SN2100	1531	319	1064	302	21:00	11/01/2012	03:41	economy	2D	230
1060	9408691	SN1215	1531	319	302	1064	12:15	16/01/2012	03:41	economy	8D	230
1061	9408691	FR1845	4296	738	1075	304	18:45	05/12/2013	03:24	economy	5D	210
1061	9408691	FR1330	4296	738	304	1075	13:30	31/12/2013	03:24	economy	7G	210
1062	9408691	IB0830	2822	319	1074	1229	08:30	08/03/2014	01:34	business	43J	478
1062	9408691	IB1830	2822	319	1229	1074	18:30	03/04/2014	01:34	business	40J	478
1063	7282871	FR1445	4296	738	1066	304	14:45	09/06/2016	02:58	business	18B	579
1063	7282871	FR0800	4296	738	304	1066	08:00	20/06/2016	02:58	economy	9J	179
1064	7282871	AT1600	4248	AT7	1079	1078	16:00	13/02/2018	00:40	economy	2G	12
1064	7282871	AT1600	4248	AT7	1078	1079	16:00	18/02/2018	00:40	business	14G	412
1065	7282871	U20700	2297	319	1064	1382	07:00	25/04/2018	03:22	business	23G	607
1065	7282871	U21900	2297	319	1382	1064	19:00	26/05/2018	03:22	economy	10E	207
1066	7282871	3O1215	9818	320	5673	1359	12:15	26/12/2018	01:54	economy	6J	101
1066	7282871	3O1115	9818	320	1359	5673	11:15	19/01/2019	01:54	business	23F	501
1067	5972535	TU1900	4870	319	1074	287	19:00	15/02/2017	02:34	business	32G	549
1067	5972535	TU2045	4870	320	287	1074	20:45	14/03/2017	02:34	economy	9I	149
1068	5972535	AT1515	4248	73G	1070	1074	15:15	27/08/2018	01:10	business	16H	449
1068	5972535	AT0630	4248	73G	1074	1070	06:30	03/09/2018	01:10	economy	1H	49
1069	5972535	AT1745	4248	738	1074	737	17:45	13/12/2018	04:48	economy	3H	312
1069	5972535	AT0845	4248	738	737	1074	08:45	10/01/2019	04:48	economy	3G	312
1070	9581261	FR0700	4296	738	4166	548	07:00	09/11/2012	01:18	economy	8G	58
1070	9581261	FR0715	4296	738	548	4166	07:15	03/12/2012	01:18	economy	10H	58
1071	3456882	LA0945	3200	320	2642	2650	09:45	14/12/2011	02:14	economy	6H	125
1071	3456882	LA1615	3200	320	2650	2642	16:15	04/01/2012	02:14	economy	5H	125
1072	3456882	LA1945	3200	320	2662	2645	19:45	14/02/2015	01:33	economy	9G	77
1072	3456882	LA1115	3200	320	2645	2662	11:15	03/03/2015	01:33	business	33A	477
1073	3456882	LA0715	3200	320	2650	2452	07:15	13/10/2016	00:44	business	19I	417
1073	3456882	LA1145	3200	320	2452	2650	11:45	21/10/2016	00:44	economy	7G	17
1074	3456882	LA0630	3200	319	2650	2664	06:30	22/12/2016	01:16	business	23D	455
1074	3456882	LA0900	3200	319	2664	2650	09:00	22/01/2017	01:16	business	18A	455
1075	3456882	LA2045	3200	763	2657	4075	20:45	06/10/2017	05:47	business	38H	782
1075	3456882	LA1200	3200	763	4075	2657	12:00	31/10/2017	05:47	economy	10H	382
1076	3931130	SK0945	4319	736	737	728	09:45	04/06/2011	01:05	economy	4J	42
1076	3931130	SK1145	4319	736	728	737	11:45	10/06/2011	01:05	business	18I	442
1077	3931130	SK2200	4319	736	5593	737	22:00	23/09/2018	01:02	business	16H	439
1077	3931130	SK1045	4319	736	737	5593	10:45	01/10/2018	01:02	business	20A	439
1078	3931130	TG0600	4940	AT7	737	460	06:00	19/10/2018	00:49	economy	6I	23
1078	3931130	TG2230	4940	AT7	460	737	22:30	27/10/2018	00:49	economy	6A	23
1079	3931130	BE0700	2421	AT7	743	421	07:00	15/11/2018	01:09	business	20B	447
1079	3931130	BE2230	2421	AT7	421	743	22:30	04/12/2018	01:09	business	40D	447
1080	3931130	SK1830	4319	ATP	730	719	18:30	22/12/2018	00:38	business	36E	410
1080	3931130	SK1430	4319	ATP	719	730	14:30	05/01/2019	00:38	economy	1J	10
1081	8910434	FR1745	4296	738	1376	1636	17:45	27/03/2018	01:45	business	24F	491
1081	8910434	FR1330	4296	738	1636	1376	13:30	23/04/2018	01:45	economy	2C	91
1082	8910434	FR2015	4296	738	6493	548	20:15	15/06/2018	01:17	economy	3E	57
1082	8910434	FR1000	4296	738	548	6493	10:00	08/07/2018	01:17	business	14I	457
1083	8910434	VY1000	2439	320	1418	1230	10:00	02/08/2018	01:58	business	32G	507
1083	8910434	VY1230	2439	320	1230	1418	12:30	21/08/2018	01:58	economy	6E	107
1084	8910434	AF1815	137	AT7	1386	1330	18:15	28/12/2018	00:54	economy	8E	29
1084	8910434	AF1700	137	CRK	1330	1386	17:00	22/01/2019	00:54	economy	10A	29
1085	3316970	SU0600	130	77W	3797	2985	06:00	12/02/2010	09:48	economy	1F	673
1085	3316970	SU1045	130	333	2985	3797	10:45	13/03/2010	09:48	business	27H	1073
1086	3316970	BA1430	1355	M83	3670	1824	14:30	07/07/2018	02:22	business	27C	535
1086	3316970	US2215	5265	M83	1824	3670	22:15	29/07/2018	02:22	economy	2H	135
1087	3316970	US1430	5265	777	3484	2564	14:30	18/12/2018	12:50	business	24J	1292
1087	3316970	US1015	5265	777	2564	3484	10:15	06/01/2019	12:50	business	18I	1292
1088	7520304	CM1115	1889	73G	2537	1871	11:15	20/08/2014	06:44	economy	7H	452
1088	7520304	CM2200	1889	738	1871	2537	22:00	30/08/2014	06:44	business	34B	852
1089	2013309	LA0845	3200	319	2650	2658	08:45	21/05/2013	01:31	economy	10H	74
1089	2013309	LA0845	3200	319	2658	2650	08:45	10/06/2013	01:31	business	14A	474
1090	2013309	LA1945	3200	320	2662	2645	19:45	17/10/2017	01:33	business	32J	477
1090	2013309	LA1115	3200	320	2645	2662	11:15	29/10/2017	01:33	business	13H	477
1091	2013309	LA1815	3200	319	2650	2656	18:15	11/03/2018	01:02	business	24I	438
1091	2013309	LA0900	3200	320	2656	2650	09:00	24/03/2018	01:02	business	37G	438
1092	2013309	LA1115	3200	320	2650	2645	11:15	03/07/2018	02:01	economy	1A	110
1092	2013309	LA1145	3200	320	2645	2650	11:45	25/07/2018	02:01	business	26C	510
1093	2013309	LA1815	3200	319	2650	2667	18:15	23/09/2018	01:24	business	31B	465
1093	2013309	LA0845	3200	319	2667	2650	08:45	21/10/2018	01:24	business	42E	465
1094	2013309	H21530	4737	319	2642	2647	15:30	07/12/2018	01:28	business	18H	471
1094	2013309	H20600	4737	319	2647	2642	06:00	29/12/2018	01:28	economy	10B	71
1095	5313678	CM1815	1889	E90	2749	2714	18:15	16/04/2010	01:23	economy	1I	64
1095	5313678	CM0815	1889	E90	2714	2749	08:15	09/05/2010	01:23	business	36B	464
1096	5313678	AV2115	515	318	2709	2742	21:15	29/07/2010	01:07	business	41H	445
1096	5313678	AV1230	515	318	2742	2709	12:30	13/08/2010	01:07	economy	9H	45
1097	5313678	CM1700	1889	E90	2749	2745	17:00	09/12/2015	01:44	economy	1E	89
1097	5313678	CM2245	1889	E90	2745	2749	22:45	15/12/2015	01:44	business	32F	489
1098	5313678	EQ1900	4863	E70	2709	2688	19:00	06/07/2018	01:23	business	13J	464
1098	5313678	EQ1545	4863	E70	2688	2709	15:45	26/07/2018	01:23	business	26C	464
1099	5313678	US1415	5265	738	2745	3576	14:15	17/11/2018	03:17	economy	1D	201
1099	5313678	US1900	5265	738	3576	2745	19:00	26/11/2018	03:17	economy	2D	201
1100	5313678	9R0815	4691	ER4	2709	2729	08:15	31/12/2018	00:47	business	31G	420
1100	5313678	9R1015	4691	ER4	2729	2709	10:15	12/01/2019	00:47	business	18G	420
1101	4083216	KL1645	3090	738	2545	2586	16:45	05/07/2018	00:57	economy	1E	32
1101	4083216	KL1000	3090	737	2586	2545	10:00	24/07/2018	00:57	business	33E	432
1102	4083216	KL1830	3090	777	2564	580	18:30	04/08/2018	12:39	business	20F	1280
1102	4083216	KL1345	3090	777	580	2564	13:45	25/08/2018	12:39	business	33J	1280
1103	4083216	JJ2245	4867	320	2618	2554	22:45	13/11/2018	01:31	economy	4J	73
1103	4083216	JJ0830	4867	320	2554	2618	08:30	28/11/2018	01:31	economy	5H	73
1104	4083216	AD1515	13983	E90	2522	2578	15:15	07/12/2018	02:37	business	12H	554
1104	4083216	AD2000	13983	E95	2578	2522	20:00	20/12/2018	02:37	business	37B	554
1105	4083216	AD2015	13983	AT7	2622	4092	20:15	29/12/2018	00:45	economy	4E	18
1105	4083216	AD1930	13983	AT7	4092	2622	19:30	11/01/2019	00:45	business	13I	418
1106	9040884	Y71515	13088	738	4374	3964	15:15	17/07/2016	05:19	business	15I	749
1106	9040884	Y71215	13088	738	3964	4374	12:15	26/07/2016	05:19	economy	5B	349
1107	3350945	FR1845	4296	738	1611	548	18:45	27/04/2016	01:50	business	43B	496
1107	3350945	FR1400	4296	738	548	1611	14:00	26/05/2016	01:50	business	37I	496
1108	3350945	OU0730	1925	DH4	1613	1208	07:30	11/10/2016	00:49	economy	9I	23
1108	3350945	OU1215	1925	DH4	1208	1613	12:15	04/11/2016	00:49	economy	7H	23
1109	3350945	HG0745	3661	E90	1613	1470	07:45	15/04/2017	01:50	economy	9F	96
1109	3350945	HG2030	3661	E90	1470	1613	20:30	09/05/2017	01:50	economy	5H	96
1110	3350945	RJ2130	4259	E90	1613	609	21:30	31/07/2018	01:35	business	33E	478
1110	3350945	RJ1645	4259	E90	609	1613	16:45	09/08/2018	01:35	business	41F	478
1111	3350945	XQ0830	4573	738	1611	1688	08:30	13/09/2018	02:47	economy	9I	166
1111	3350945	XQ1400	4573	738	1688	1611	14:00	26/09/2018	02:47	business	38B	566
1112	3350945	OS1715	491	E90	1611	340	17:15	15/10/2018	01:03	business	23I	440
1112	3350945	OS0845	491	E90	340	1611	08:45	11/11/2018	01:03	economy	5G	40
1113	3350945	OS0745	491	763	1613	3093	07:45	21/12/2018	07:24	economy	9F	499
1113	3350945	OS2145	491	767	3093	1613	21:45	12/01/2019	07:24	economy	6F	499
1114	5280201	FR0815	4296	738	1066	1439	08:15	22/10/2017	02:11	economy	3I	122
1114	5280201	FR1115	4296	738	1439	1066	11:15	11/11/2017	02:11	economy	2G	122
1115	5280201	AT0645	4248	73G	1074	1435	06:45	28/11/2017	03:07	economy	1C	189
1115	5280201	AT1415	4248	73G	1435	1074	14:15	08/12/2017	03:07	economy	8B	189
1116	5280201	NT2130	1539	AT7	1064	1054	21:30	03/12/2018	01:17	business	20B	457
1116	5280201	NT1730	1539	AT7	1054	1064	17:30	20/12/2018	01:17	business	39B	457
1117	5280201	TP1715	4869	100	1074	1638	17:15	29/12/2018	01:16	economy	1G	55
1117	5280201	TP1930	4869	BEH	1638	1074	19:30	04/01/2019	01:16	economy	9D	55
1118	8691703	FR0945	4296	738	699	1212	09:45	28/09/2016	03:44	business	25D	634
1118	8691703	FR0800	4296	738	1212	699	08:00	28/10/2016	03:44	business	33C	634
1119	8691703	JU1100	19582	319	737	1739	11:00	12/08/2017	02:33	economy	10H	149
1119	8691703	JU1115	19582	319	1739	737	11:15	26/08/2017	02:33	business	26I	549
1120	8691703	DC1200	2585	S20	693	738	12:00	05/05/2018	00:55	economy	3A	30
1120	8691703	DC1845	2585	S20	738	693	18:45	29/05/2018	00:55	business	11C	430
1121	8691703	SK1000	4319	717	737	687	10:00	23/09/2018	00:59	business	36C	435
