hotel_id	hotel_name	hotel_address	city	country	hotel_score
266	The Trafalgar Hilton	'The Trafalgar St. James London, Curio Collection by Hilton, 2, Spring Gardens, St. James''s, Covent Garden, City of Westminster, London, Greater London, England, SW1A 2TS, United Kingdom'	London	United Kingdom	8.1
267	Park Lane Mews Hotel	'Park Lane Mews Hotel, 2, Stanhope Row, St. James''s, Mayfair, City of Westminster, London, Greater London, England, W1J 7BS, United Kingdom'	London	United Kingdom	7
268	Old Ship Inn Hackney	Britannia, Mare Street, Lower Clapton, London Borough of Hackney, London, Greater London, England, E8 1EJ, United Kingdom	London	United Kingdom	7.9
269	The Drayton Court Hotel	The Drayton Court Hotel, 2, The Avenue, West Ealing, Hanwell, London Borough of Ealing, London, Greater London, England, W13 8PH, United Kingdom	London	United Kingdom	8.8
270	The Montcalm Marble Arch	Western Marble Arch Synagogue, 32, Wallenberg Place, Marylebone, City of Westminster, London, Greater London, England, W1H 7DJ, United Kingdom	London	United Kingdom	8.9
271	The Colonnade	The Collonade, 2, Warrington Crescent, Maida Vale, City of Westminster, London, Greater London, England, W9 1ER, United Kingdom	London	United Kingdom	7.8
272	The Royal Horseguards	Whitehall Court, St Clement Danes, Covent Garden, City of Westminster, London, Greater London, England, SW1A 2EH, United Kingdom	London	United Kingdom	8.9
273	Grange Fitzrovia Hotel	'Grange Fitzrovia Hotel, 20-28, Bolsover Street, St. James''s, Fitzrovia, City of Westminster, London, Greater London, England, W1W 5NB, United Kingdom'	London	United Kingdom	8.1
274	H tel Le M	20 bis, Rue de la Gaîté, Quartier du Montparnasse, 14th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75014, France	Paris	France	8.2
275	The Hari London	Sheraton Belgravia, Pont Street, Belgravia, City of Westminster, London, Greater London, England, SW1X 9EH, United Kingdom	London	United Kingdom	9.2
276	citizenM London Bankside	15A, Lavington Street, Southwark, London Borough of Southwark, London, Greater London, England, SE1 0NZ, United Kingdom	London	United Kingdom	9.1
277	Radisson Blu Edwardian Mercer Street	Mercer Street Hotel, Monmouth Street, Holborn, St Giles, London Borough of Camden, London, Greater London, England, WC2H 9DA, United Kingdom	London	United Kingdom	8.7
278	Twenty Nevern Square Hotel	'Twenty Nevern Square Hotel, 20, Nevern Square, Earl''s Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9PD, United Kingdom'	London	United Kingdom	8.3
279	The Abbey Court Notting Hill	40, Pembridge Road, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 3HN, United Kingdom	London	United Kingdom	7.8
280	Seven Hotel	Le Seven, Rue Berthollet, Quartier du Val-de-Grâce, 5th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75005, France	Paris	France	8.5
281	Platine Hotel Spa	Platine, Impasse S/15, Quartier de Javel, 15th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75015, France	Paris	France	8.6
282	Mercure Paris Notre Dame Saint Germain des Pr s	Mercure Notre-Dame, Rue du Sommerard, Quartier de la Sorbonne, 5th Arrondissement, Paris, Ile-de-France, France, 75005, France	Paris	France	8
283	Mercure Paris Centre Tour Eiffel	Hôtel Mercure, Rue de la Fédération, Quartier de Grenelle, 15th Arrondissement, Paris, Ile-de-France, France, 75015, France	Paris	France	8
284	Banke H tel	'Hôtel Banke, Rue de la Fayette, Quartier de la Chaussée-d''Antin, 9th Arrondissement, Paris, Ile-de-France, France, 75009, France'	Paris	France	8.4
285	Mondrian London	'Sea Containers House, The Queen''s Walk, London Borough of Southwark, London, Greater London, England, SE1 9AE, United Kingdom'	London	United Kingdom	9.1
286	Karma Sanctum Soho Hotel	Soho, Glasshouse Street, Soho, City of Westminster, London, Greater London, England, W1B 5DW, United Kingdom	London	United Kingdom	8.1
287	NH London Kensington	'Earls Court Road, Cromwell Road, Earl''s Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 0SS, United Kingdom'	London	United Kingdom	8.2
288	Saint James Albany Paris Hotel Spa	Quartier Vendôme, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	8
289	Mercure Paris Montparnasse Raspail	Bubble T. Paris, 209, Boulevard Raspail, Quartier du Montparnasse, 14th Arrondissement, Paris, Ile-de-France, France, 75014, France	Paris	France	8.2
290	Golden Tulip Bercy Gare de Lyon 209	Hôtel Bercy Gare de Lyon, Rue de Charenton, Quartier de Bercy, 12th Arrondissement, Paris, Ile-de-France, France, 75012, France	Paris	France	8.7
291	Montfleuri	'BOC, Rue d''Argentine, Quartier des Ternes, 17th Arrondissement, Paris, Ile-de-France, France, 75116, France'	Paris	France	8.2
292	Simply Rooms Suites	Simply Rooms and Suites Kensington, 21, Avonmore Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8RT, United Kingdom	London	United Kingdom	7.7
293	Mercure Paris Pigalle Sacre Coeur	Mercure Hôtel, 21, Boulevard de Clichy, Quartier Saint-Georges, 9th Arrondissement, Paris, Ile-de-France, France, 75009, France	Paris	France	8.3
294	The Academy	23, Gower Street, Holborn, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1E 6EB, United Kingdom	London	United Kingdom	7.8
295	Le Meridien Piccadilly	'Le Méridien Piccadilly, 21, Piccadilly, St. James''s, Mayfair, City of Westminster, London, Greater London, England, W1J 0BH, United Kingdom'	London	United Kingdom	7.6
296	Mercure Paris Terminus Nord	Brasserie des Belges, Rue de Saint-Quentin, Quartier Saint-Vincent-de-Paul, 10th Arrondissement, Paris, Ile-de-France, France, 75010, France	Paris	France	7.4
297	H tel F licien by Elegancia	'21, Rue Félicien David, Hameau Boileau, Quartier d''Auteuil, 16th Arrondissement, Paris, Ile-de-France, France, 75016, France'	Paris	France	8.4
298	Le Lavoisier	Le Lavoisier, Rue Lavoisier, Quartier de la Madeleine, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	8
299	H tel Moli re	Centre de secours Saint-Honoré, Rue Sainte-Anne, Quartier du Palais Royal, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	9.2
300	Vice Versa	213, Rue de la Croix Nivert, Quartier Saint-Lambert, 15th Arrondissement, Paris, Ile-de-France, France, 75015, France	Paris	France	8.3
301	The Kings Head Hotel	214, High Street, Acton, London Borough of Ealing, London, Greater London, England, W3 9NX, United Kingdom	London	United Kingdom	8.9
302	H tel Etoile Saint Honor by Happyculture	Étoile Saint-Honoré, Rue du Faubourg Saint-Honoré, Quartier du Faubourg-du-Roule, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	8.2
303	Hotel Le petit Paris	Le Petit Paris, Rue Saint-Jacques, Quartier du Val-de-Grâce, 5th Arrondissement, Paris, Ile-de-France, France, 75005, France	Paris	France	8.8
304	Mercure Paris 19 Philharmonie La Villette	'Allée Arthur Honegger, Quartier d''Amérique, 19th Arrondissement, Paris, Ile-de-France, France, 75019, France'	Paris	France	7.5
305	Royal Garden Champs Elysees	Hôtel Royal Garden, Rue du Faubourg Saint-Honoré, Quartier du Faubourg-du-Roule, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	7.3
306	H tel Brighton Esprit de France	Quartier Vendôme, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	8.7
307	H tel Paris Bastille Boutet MGallery by Sofitel	Hôtel Paris Bastille Boutet MGallery by Sofitel, Rue Faidherbe, Quartier de la Roquette, 11th Arrondissement, Paris, Ile-de-France, France, 75011, France	Paris	France	8.8
308	Montcalm Royal London House City of London	'22-25, Finsbury Square, Saint Luke''s, London Borough of Islington, London, Greater London, England, EC2A 1DX, United Kingdom'	London	United Kingdom	9.2
309	Conrad London St James	'Conrad London St. James, 22-28, Broadway, St. James''s, Millbank, City of Westminster, London, Greater London, England, SW1H 0BH, United Kingdom'	London	United Kingdom	9.1
310	L Edmond H tel	22, Avenue de Villiers, Quartier de la Plaine-de-Monceau, 17th Arrondissement, Paris, Ile-de-France, France, 75017, France	Paris	France	8.2
311	Novotel Suites Paris Montreuil Vincennes	Avenue du Professeur André Lemierre, Saint-Blaise, Quartier de Charonne, 20th Arrondissement, Bagnolet, Bobigny, Paris, Ile-de-France, France, 75020, France	Paris	France	7.6
312	London Marriott Hotel West India Quay	London Marriott Hotel West India Quay, 22, Hertsmere Road, Poplar, London Borough of Tower Hamlets, London, Greater London, England, E14 4ED, United Kingdom	London	United Kingdom	8.9
313	London Hilton on Park Lane	'London Hilton on Park Lane, 22, Park Lane, St. James''s, Mayfair, City of Westminster, London, Greater London, England, W1K 1BE, United Kingdom'	London	United Kingdom	7.8
314	Radisson Blu Portman Hotel London	Radisson Blu Portman Hotel, 22, Portman Square, Marylebone, City of Westminster, London, Greater London, England, W1H 7BH, United Kingdom	London	United Kingdom	7.9
315	H tel France d Antin Op ra	'Hôtel France d''Antin, Rue d''Antin, Quartier Gaillon, 2nd Arrondissement, Paris, Ile-de-France, France, 75002, France'	Paris	France	8.5
316	Hotel Stendhal Place Vend me Paris MGallery by Sofitel	Hôtel Stendhal Paris Place Vendôme MGallery by Sofitel, Rue Danielle Casanova, Quartier Gaillon, 1st Arrondissement, Paris, Ile-de-France, France, 75002, France	Paris	France	8.8
317	H tel De Buci by MH	24, Rue de Buci, Quartier de Saint-Germain-des-Prés, 6th Arrondissement, Paris, Ile-de-France, France, 75006, France	Paris	France	8.9
318	Hotel Parc Saint Severin Esprit de France	Îlot Saint-Séverin, Quartier de la Sorbonne, 5th Arrondissement, Paris, Ile-de-France, France	Paris	France	9.1
319	Hotel Chavanel	'Chavanel, Rue Vignon, Quartier de la Chaussée-d''Antin, 9th Arrondissement, Paris, Ile-de-France, France, 75001, France'	Paris	France	8.7
320	The Portobello Hotel	94, Kensington Park Road, Silchester Estate, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 2PN, United Kingdom	London	United Kingdom	8.9
321	Royal Saint Honore	Quartier Vendôme, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	8.6
322	Landmark London	Oxford & Cambridge Mansions, 5, Old Marylebone Road, Paddington, City of Westminster, London, Greater London, England, NW1 5BJ, United Kingdom	London	United Kingdom	9
323	Hilton London Metropole	Hilton London Metropole, 225, Edgware Road, Paddington, City of Westminster, London, Greater London, England, W2 1JU, United Kingdom	London	United Kingdom	7.5
324	Best Western Seraphine Kensington Olympia	'Carphone Warehouse, Abingdon Road, Earl''s Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6SG, United Kingdom'	London	United Kingdom	7.4
325	Portobello House	Chesterton Road, Ladbroke Grove, Silchester Estate, North Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W10 6HQ, United Kingdom	London	United Kingdom	8.4
326	Le Meurice	Le Meurice, Rue de Rivoli, Quartier Vendôme, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	9.3
327	Maison Albar Hotel Paris C line	23, Rue du Pont Neuf, Quartier des Halles, Quartier Les Halles, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	8.9
328	Henry VIII	19-21, Craven Hill, Paddington, City of Westminster, London, Greater London, England, W2 3DU, United Kingdom	London	United Kingdom	7
329	Goodenough Club	New York University - Byron Court Residence, 24-26, Mecklenburgh Square, Holborn, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1N 2AD, United Kingdom	London	United Kingdom	8.5
330	Hotel Pulitzer Paris	4, Rue de la Grange Batelière, Quartier du Faubourg-Montmartre, 9th Arrondissement, Paris, Ile-de-France, France, 75009, France	Paris	France	8.4
331	Hotel Vignon	'Hôtel Le Vignon, Rue Vignon, Quartier de la Chaussée-d''Antin, 9th Arrondissement, Paris, Ile-de-France, France, 75001, France'	Paris	France	8.8
332	London Suites	230, Mile End Road, Globe Town, Stepney, London Borough of Tower Hamlets, London, Greater London, England, United Kingdom	London	United Kingdom	7.4
333	H tel Aiglon Esprit de France	2, Boulevard Edgar Quinet, Quartier du Montparnasse, 14th Arrondissement, Paris, Ile-de-France, France, 75014, France	Paris	France	8.9
334	Sansi Diputacio	'Hotel Sansi Diputació, 234, Carrer de la Diputació, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08007, Spain'	Barcelona	Spain	7.8
335	Park Plaza Victoria London	'Victoria Park Plaza Hotel, 239-251, Vauxhall Bridge Road, St. James''s, Victoria, City of Westminster, London, Greater London, England, SW1V 1EQ, United Kingdom'	London	United Kingdom	8.6
336	Grange Beauchamp Hotel	27, Bedford Place, Holborn, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1A 2PJ, United Kingdom	London	United Kingdom	8.6
337	The Franklin Hotel Starhotels Collezione	'L''Opera of Brompton, Egerton Gardens, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 2BX, United Kingdom'	London	United Kingdom	8.8
338	Club Quarters Hotel St Paul s	24, Stationers Hall Court, Temple, City of London, Greater London, England, EC4, United Kingdom	London	United Kingdom	8.4
339	Hotel Elys es Bassano	13, Rue Jean Giraudoux, Quartier de Chaillot, 16th Arrondissement, Paris, Ile-de-France, France, 75116, France	Paris	France	7.9
340	Hotel Opera Cadet	Quartier du Faubourg-Montmartre, 9th Arrondissement, Paris, Ile-de-France, France, 75009, France	Paris	France	8.5
341	Phileas Hotel	'Hôtel Britannia, Rue d''Amsterdam, Quartier Saint-Georges, 9th Arrondissement, Paris, Ile-de-France, France, 75009, France'	Paris	France	8.7
342	Holiday Inn Paris Elys es	Holiday Inn, Rue de Penthièvre, Quartier de la Madeleine, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	8
343	H tel Beauchamps	20, Rue du Colisée, Quartier du Faubourg-du-Roule, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	8.1
344	Best Western Nouvel Orl ans Montparnasse	Pharmacie Chardaire, Avenue du Général Leclerc, Quartier du Petit-Montrouge, 14th Arrondissement, Paris, Ile-de-France, France, 75014, France	Paris	France	8.1
345	Hotel Plaza Athenee Paris	Hôtel Plaza Athénée, 25, Avenue Montaigne, Quartier des Champs-Élysées, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	9.3
346	Mercure Paris Place d Italie	'Mercure Blanqui Place d''Italie, Boulevard Saint-Jacques, Cité Florale, Quartier de la Maison-Blanche, 13th Arrondissement, Paris, Ile-de-France, France, 75013, France'	Paris	France	7.9
347	The Nadler Kensington	'base2stay, Knaresborough Place, Earl''s Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 0TF, United Kingdom'	London	United Kingdom	9
348	H tel Da Vinci Spa	25, Rue des Saints-Pères, Quartier de Saint-Germain-des-Prés, 6th Arrondissement, Paris, Ile-de-France, France, 75006, France	Paris	France	9.1
349	XO Hotel	Le Pierre, Rue Pierre Demours, Quartier de la Plaine-de-Monceau, 17th Arrondissement, Paris, Ile-de-France, France, 75017, France	Paris	France	8.9
350	H tel Vernet	Hôtel Vernet, 25, Rue Vernet, Quartier des Champs-Élysées, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	8.6
351	Mandarin Oriental Paris	Quartier Vendôme, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	9.1
352	Rosewood London	Rosewood London, 252, High Holborn, Holborn, St Giles, London Borough of Camden, London, Greater London, England, WC1V 7EN, United Kingdom	London	United Kingdom	9.4
353	Novotel Paris Vaugirard Montparnasse	261, Rue de Vaugirard, Quartier de la Sorbonne, 6th Arrondissement, Paris, Ile-de-France, France, 75005, France	Paris	France	7.6
354	Mayflower Hotel Apartments	'Earl''s Court, Trebovir Road, Earl''s Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9LY, United Kingdom'	London	United Kingdom	7.5
355	Caesar Hotel	'Queen''s Gardens, Paddington, City of Westminster, London, Greater London, England, W2 3BE, United Kingdom'	London	United Kingdom	8.2
356	Hotel Xanadu	29, Bond Street, West Ealing, Perivale, London Borough of Ealing, London, Greater London, England, W5 5AE, United Kingdom	London	United Kingdom	8.6
357	Draycott Hotel	Draycott Hotel, Cadogan Gardens, Chelsea, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 2RW, United Kingdom	London	United Kingdom	9.2
358	DoubleTree by Hilton London Docklands Riverside	'Double Tree by Hilton Hotel, Durand''s Wharf, Rotherhithe, London Borough of Southwark, London, Greater London, England, SE16 5UB, United Kingdom'	London	United Kingdom	8.1
359	Bentley London	SW7 15, Harrington Gardens, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 4LT, United Kingdom	London	United Kingdom	8.4
360	Mercure Paris Arc de Triomphe Etoile	Paris Arc de Triomphe, Avenue des Ternes, Quartier des Ternes, 17th Arrondissement, Paris, Ile-de-France, France, 75017, France	Paris	France	7.9
361	Park Grand Paddington Court	26, Devonshire Terrace, Paddington, City of Westminster, London, Greater London, England, W2 3QA, United Kingdom	London	United Kingdom	8.1
362	The One Barcelona GL	'Consolat de Qatar, 277, Carrer de Provença, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08037, Spain'	Barcelona	Spain	9.4
363	The Zetter Townhouse Marylebone	The Zetter Townhouse Marylebone, 28-30, Seymour Street, Marylebone, City of Westminster, London, Greater London, England, W1H 7JG, United Kingdom	London	United Kingdom	9.3
364	Forest Hill Paris la Villette	Hôtel Forest Hill La Villette, Avenue Corentin Cariou, Quartier du Pont-de-Flandre, 19th Arrondissement, Paris, Ile-de-France, France, 75019, France	Paris	France	7.6
365	The Levin Hotel	Capital Hotel, Basil Street, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 1BA, United Kingdom	London	United Kingdom	9.1
366	The Tophams Hotel	'Tophams Hotel, 24-32, Ebury Street, St. James''s, Victoria, City of Westminster, London, Greater London, England, SW1W 0LU, United Kingdom'	London	United Kingdom	6.6
367	Le Pavillon de la Reine Spa	'Hôtel d''Espinoy et Pavillon de la Reine, Place des Vosges, Quartier des Archives, 4th Arrondissement, Paris, Ile-de-France, France, 75003, France'	Paris	France	9.2
368	Hidden Hotel by Elegancia	'28, Rue de l''Arc de Triomphe, Quartier des Ternes, 17th Arrondissement, Paris, Ile-de-France, France, 75017, France'	Paris	France	9.1
369	Le Roch Hotel Spa	28, Rue Saint-Roch, Quartier du Palais Royal, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	9
370	H10 London Waterloo	H10 London Waterloo, Dodson Street, Southwark, London Borough of Southwark, London, Greater London, England, SE1 8RQ, United Kingdom	London	United Kingdom	8.5
371	San Domenico House	Bray Place, Chelsea, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 3LP, United Kingdom	London	United Kingdom	9
372	Bloomsbury Palace Hotel	31, Gower Street, Holborn, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1E 6EB, United Kingdom	London	United Kingdom	6.8
373	Hotel du Petit Moulin	slh.com, Rue de Poitou, Quartier des Archives, 3rd Arrondissement, Paris, Ile-de-France, France, 75003, France	Paris	France	9.1
374	Hotel Atmospheres	11, Passage du Clos Bruneau, Quartier de la Sorbonne, 5th Arrondissement, Paris, Ile-de-France, France, 75005, France	Paris	France	8.7
375	H tel La Comtesse by Elegancia	'Hôtel La Comtesse by Elegancia, 29, Avenue de Tourville, Quartier de l''École Militaire, 7th Arrondissement, Paris, Ile-de-France, France, 75007, France'	Paris	France	9
376	Hotel Astra Opera Astotel	'Astra, Rue de Caumartin, Quartier de la Chaussée-d''Antin, 9th Arrondissement, Paris, Ile-de-France, France, 75009, France'	Paris	France	8.4
377	Hotel La Villa Saint Germain Des Pr s	29, Rue Jacob, Quartier de Saint-Germain-des-Prés, 6th Arrondissement, Paris, Ile-de-France, France, 75006, France	Paris	France	9.1
378	Grand Pigalle Hotel	Pharmacie des Arts, Rue Victor Massé, Quartier Saint-Georges, 9th Arrondissement, Paris, Ile-de-France, France, 75009, France	Paris	France	9.1
379	Innkeeper s Lodge London Greenwich	The Mitre Hotel, Roan Street, Royal Borough of Greenwich, London, Greater London, England, SE10 9JY, United Kingdom	London	United Kingdom	8.2
380	Morgan Mees	8-2, Tweede Hugo de Grootstraat, Frederik Hendrikbuurt, Amsterdam, North Holland, Netherlands, 1052LC, The Netherlands	Amsterdam	Netherlands	8.8
381	Hotel Duminy Vendome	5, Rue du Mont Thabor, Quartier Vendôme, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	8.2
382	Maison Albar H tel Paris Champs Elys es ex Mac Mahon 	Maison Albar Hôtel, Rue de Tilsitt, Quartier de Chaillot, 17th Arrondissement, Paris, Ile-de-France, France, 75017, France	Paris	France	8.4
383	Holiday Inn London Mayfair	'Holiday Inn Mayfair, 3, Berkeley Street, St. James''s, Mayfair, City of Westminster, London, Greater London, England, W1J 8NE, United Kingdom'	London	United Kingdom	8
384	H tel Recamier	'Quartier de l''Odéon, 6th Arrondissement, Paris, Ile-de-France, France, 75006, France'	Paris	France	9
385	TRYP Paris Op ra	3, Boulevard Montmartre, Quartier du Faubourg-Montmartre, 2nd Arrondissement, Paris, Ile-de-France, France, 75009, France	Paris	France	7.8
386	Royal Saint Michel	Îlot Saint-Séverin, Quartier de la Sorbonne, 5th Arrondissement, Paris, Ile-de-France, France, 75005, France	Paris	France	8
387	Paddington Court Executive Rooms	Glendale Hyde Park Hotel, 8, Devonshire Terrace, Paddington, City of Westminster, London, Greater London, England, W2 3DN, United Kingdom	London	United Kingdom	7.9
388	Novotel London Paddington	Novotel London Paddington, 3, Kingdom Street, Paddington Central, Paddington, City of Westminster, London, Greater London, England, W2 6BD, United Kingdom	London	United Kingdom	8.5
389	Hyatt Regency Paris Etoile	Hyatt Regency Paris Etoile, Boulevard Pershing, Quartier des Ternes, 17th Arrondissement, Paris, Ile-de-France, France, 75017, France	Paris	France	7.1
390	Relais Saint Jacques	'3, Rue de l''Abbé de l''Épée, Quartier du Val-de-Grâce, 5th Arrondissement, Paris, Ile-de-France, France, 75005, France'	Paris	France	8.7
391	Hotel Cambon	Cambon Hôtel, Rue Cambon, Quartier Vendôme, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	8.3
392	Mercure Paris Montmartre Sacr Coeur	Parking Clichy-Montmartre, Rue Caulaincourt, Quartier des Grandes-Carrières, 18th Arrondissement, Paris, Ile-de-France, France, 75018, France	Paris	France	8.4
393	Relais Christine	3, Rue Christine, Quartier de la Monnaie, 6th Arrondissement, Paris, Ile-de-France, France, 75006, France	Paris	France	9.1
394	Les Matins de Paris Spa	3, Rue Clauzel, Quartier Saint-Georges, 9th Arrondissement, Paris, Ile-de-France, France, 75009, France	Paris	France	8.6
395	Hotel Square	Hôtel Square, 3, Rue de Boulainvilliers, Quartier de la Muette, 16th Arrondissement, Paris, Ile-de-France, France, 75016, France	Paris	France	8.5
396	H tel Bourgogne Montana by MH	11, Place du Palais Bourbon, Quartier des Invalides, 7th Arrondissement, Paris, Ile-de-France, France, 75007, France	Paris	France	8.9
397	The Westin Paris Vend me	The Westin Paris, Rue de Castiglione, Quartier Vendôme, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	8.1
398	Hotel Montalembert	'Église Saint-Thomas d''Aquin, Rue de Montalembert, Quartier Saint-Thomas-d''Aquin, 7th Arrondissement, Paris, Ile-de-France, France, 75007, France'	Paris	France	8.5
399	H tel Mathis Elys es	Hôtel Mathis Élysées, Rue de Ponthieu, Quartier du Faubourg-du-Roule, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	8.7
400	Le Saint Hotel Paris	'Le saint, Rue du Pré aux Clercs, Quartier Saint-Thomas-d''Aquin, 7th Arrondissement, Paris, Ile-de-France, France, 75007, France'	Paris	France	8.8
401	Hotel Le Squara	1, Rue Lepic, Quartier des Grandes-Carrières, 18th Arrondissement, Paris, Ile-de-France, France, 75018, France	Paris	France	8.3
402	L Hotel Pergol se Paris	Leonidas, Rue Pergolèse, Quartier de Chaillot, 16th Arrondissement, Paris, Ile-de-France, France, 75116, France	Paris	France	8.2
403	H tel Mayfair Paris	Quartier Vendôme, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	8.5
404	Best Western Plus de Neuville Arc de Triomphe	Hôtel de Neuville, 3, Rue Verniquet, Quartier de la Plaine-de-Monceau, 17th Arrondissement, Paris, Ile-de-France, France, 75017, France	Paris	France	8
405	South Place Hotel	'South Place, Saint Luke''s, London Borough of Islington, City of London, Greater London, England, EC2M 7AF, United Kingdom'	London	United Kingdom	9.3
406	The Royal Park Hotel	15, Westbourne Terrace, Paddington, City of Westminster, London, Greater London, England, W2 3UN, United Kingdom	London	United Kingdom	8.7
407	Holiday Inn Paris Op ra Grands Boulevards	Carnaval des Affaires, Boulevard Poissonnière, Quartier du Faubourg-Montmartre, 2nd Arrondissement, Paris, Ile-de-France, France, 75009, France	Paris	France	8.2
408	Henley House Hotel	'Henley House Hotel, 30, Barkston Gardens, Earl''s Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9AF, United Kingdom'	London	United Kingdom	8.6
409	Holiday Inn London Camden Lock	Holiday Inn, Jamestown Road, Chalk Farm, London Borough of Camden, London, Greater London, England, NW1 7DJ, United Kingdom	London	United Kingdom	8.6
410	DoubleTree by Hilton London Westminster	'DoubleTree by Hilton Hotel London - Westminster, 30, John Islip Street, St. James''s, Millbank, City of Westminster, London, Greater London, England, SW1P 4DD, United Kingdom'	London	United Kingdom	8.5
411	Blakemore Hyde Park	The Blakemore, 25-31, Leinster Gardens, Bayswater, City of Westminster, London, Greater London, England, W2 3AN, United Kingdom	London	United Kingdom	8.5
412	Hyatt Regency London The Churchill	Hyatt Regency London, 30, Portman Square, Marylebone, City of Westminster, London, Greater London, England, W1H 7BH, United Kingdom	London	United Kingdom	8.7
413	Rathbone	'Rathbone Hotel, 30, Rathbone Street, St. James''s, Fitzrovia, City of Westminster, London, Greater London, England, W1T 1LB, United Kingdom'	London	United Kingdom	8.3
414	Le Belmont Champs Elys es	30, Rue de Bassano, Quartier de Chaillot, 16th Arrondissement, Paris, Ile-de-France, France, 75116, France	Paris	France	8.3
415	Duret	Hôtel Duret, Rue du Bois de Boulogne, Quartier de Chaillot, 16th Arrondissement, Paris, Ile-de-France, France, 75116, France	Paris	France	8.4
416	H tel Elysees Mermoz	30, Rue Jean Mermoz, Quartier de la Madeleine, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	8.7
417	Majestic Hotel Spa	30, Rue La Pérouse, Quartier de Chaillot, 16th Arrondissement, Paris, Ile-de-France, France, 75116, France	Paris	France	8.7
418	BoB Hotel by Elegancia	30, Rue Pernety, Quartier de Plaisance, 14th Arrondissement, Paris, Ile-de-France, France, 75014, France	Paris	France	9
419	Comfort Inn Suites Kings Cross St Pancras	Princess, Argyle Street, Holborn, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1H 8EP, United Kingdom	London	United Kingdom	8.1
420	The Queens Gate Hotel	'Queen''s Gate Hotel, 31-34, Queen''s Gate, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 5JA, United Kingdom'	London	United Kingdom	8.2
421	Grange Langham Court Hotel	'BBC Brock House, 19, Langham Street, St. James''s, Fitzrovia, City of Westminster, London, Greater London, England, W1W 6BP, United Kingdom'	London	United Kingdom	7.9
422	Radisson Blu Edwardian Hampshire	'Radisson Edwardian Hampshire Hotel, Long''s Court, St. James''s, Covent Garden, City of Westminster, London, Greater London, England, WC2H 7HS, United Kingdom'	London	United Kingdom	8.7
423	Four Seasons Hotel George V Paris	Le George, Rue Quentin Bauchart, Quartier des Champs-Élysées, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	9.3
