"movie_id","movie_title_en","movie_title_fr","movie_year"
"21851","Alice in Wonderland","Alice au pays des merveilles","1951"
"21852","The Fox and the Hound","Rox et Rouky","1981"
"21853","Freeway","Freeway","1996"
"21854","The Sound of Music","La Mélodie du bonheur","1965"
"21855","Die Hard","Piège de cristal","1988"
"21856","The Lawnmower Man","Le Cobaye","1992"
"21857","American Pie Presents The Naked Mile","American Pie: String Academy","2006"
"21858","The Secret Agent","L'Agent secret","1996"
"21859","Secrets & Lies","Secrets et Mensonges","1996"
"21860","That Thing You Do!","That Thing You Do!","1996"
"21861","To Gillian on Her 37th Birthday","Par amour pour Gillian","1996"
"21862","Surviving Picasso","Surviving Picasso","1996"
"21863","Beautiful Thing","Beautiful Thing","1996"
"21864","The Long Kiss Goodnight","Au revoir à jamais","1996"
"21865","The Ghost and the Darkness","L'Ombre et la Proie","1996"
"21866","My Summer of Love","My Summer of Love","2004"
"21867","Looking for Richard","Looking for Richard","1996"
"21868","Trees Lounge","Trees Lounge","1996"
"21869","Normal Life","Normal Life","1996"
"21870","Get on the Bus","Get on the Bus","1996"
"21871","Shadow Conspiracy","Haute Trahison","1997"
"21872","Jude","Jude","1996"
"21873","Everyone Says I Love You","Tout le monde dit I love you","1996"
"21874","Saint Ralph","Ralph","2004"
"21875","William Shakespeare's Romeo + Juliet","Roméo + Juliette","1996"
"21876","Swingers","Swingers","1996"
"21877","Sleepers","Sleepers","1996"
"21878","Mystery Team","Mystery Team","2009"
"21879","Herbie: Fully Loaded","La Coccinelle revient","2005"
"21880","Johns","Johns","1996"
"21881","Aladdin and the King of Thieves","Aladdin et le Roi des voleurs","1996"
"21882","Shall We Dance","L'Entreprenant Monsieur Petrov","1937"
"21883","Land of the Dead","Le Territoire des morts","2005"
"21884","A Damsel in Distress","Une demoiselle en détresse","1937"
"21885","Crossfire","Feux croisés","1947"
"21886","Bewitched","Ma sorcière bien-aimée","2005"
"21887","Murder, My Sweet","Adieu, ma belle","1944"
"21888","Rize","Rize","2005"
"21889","The Harvest","The Harvest","2013"
"21890","Willy Wonka & the Chocolate Factory","Charlie et la Chocolaterie","1971"
"21891","The Innocents","Les Innocents","1961"
"21892","Sleeper","Woody et les Robots","1973"
"21893","Bananas","Bananas","1971"
"21894","A Fish Called Wanda","Un poisson nommé Wanda","1988"
"21895","Monty Python's Life of Brian","Monty Python : La Vie de Brian","1979"
"21896","Victor/Victoria","Victor Victoria","1982"
"21897","The Candidate","Votez Mc Kay","1972"
"21898","The Great Race","La Grande Course autour du monde","1965"
"21899","Bonnie and Clyde","Bonnie et Clyde","1967"
"21900","The Old Man and the Sea","Le Vieil Homme et la Mer","1958"
"21901","Dial M for Murder","Le crime était presque parfait","1954"
"21902","Madame Butterfly","Madame Butterfly","1995"
"21903","Paul Blart: Mall Cop 2","Paul Blart: Mall Cop 2","2015"
"21904","Dirty Dancing","Dirty Dancing","1987"
"21905","Reservoir Dogs","Reservoir Dogs","1992"
"21906","Platoon","Platoon","1986"
"21907","Weekend at Bernie's","Week-end chez Bernie","1989"
"21908","Basic Instinct","Basic Instinct","1992"
"21909","The Doors","The Doors","1991"
"21910","Alice in the Cities","Alice dans les villes","1974"
"21911","The Crying Game","The Crying Game","1992"
"21912","Glengarry Glen Ross","Glengarry","1992"
"21913","Sophie's Choice","Le Choix de Sophie","1982"
"21914","E.T. the Extra-Terrestrial","E.T. l'extra-terrestre","1982"
"21915","A Christmas Carol","A Christmas Carol","1938"
"21916","Days of Thunder","Jours de tonnerre","1990"
"21917","Top Gun","Top Gun","1986"
"21918","Rebel Without a Cause","La Fureur de vivre","1955"
"21919","A Streetcar Named Desire","Un tramway nommé Désir","1951"
"21920","Children of the Corn IV: The Gathering","Les Démons du maïs 4 : La Moisson","1996"
"21921","Old Joy","Old Joy","2006"
"21922","Parental Guidance","Le Choc des générations","2012"
"21923","Microcosmos","Microcosmos : Le Peuple de l'herbe","1996"
"21924","Palookaville","Palookaville","1996"
"21925","Me and You and Everyone We Know","Moi, toi et tous les autres","2005"
"21926","The Associate","L'Associé","1996"
"21927","The Funeral","The Funeral","1996"
"21928","The People vs. Larry Flynt","Larry Flynt","1996"
"21929","Madea Goes to Jail","Madea Goes to Jail","2009"
"21930","A Perfect Candidate","A Perfect Candidate","1996"
"21931","On Golden Pond","La Maison du lac","1981"
"21932","The Return of the Pink Panther","Le Retour de la Panthère rose","1975"
"21933","Drop Dead Fred","Drop Dead Fred","1991"
"21934","The Abyss","Abyss","1989"
"21935","The Fog","Fog","1980"
"21936","Three... Extremes","Trois extrêmes","2004"
"21937","Away We Go","Away We Go","2009"
"21938","Escape from New York","New York 1997","1981"
"21939","The Howling","Hurlements","1980"
"21940","Jean de Florette","Jean de Florette","1986"
"21941","Manon of the Spring","Manon des sources","1986"
"21942","John Dies at the End","John Dies at the End","2012"
"21943","Talking About Sex","Talking About Sex","1994"
"21944","Private Benjamin","La Bidasse","1980"
"21945","The Edukators","The Edukators","2004"
"21946","Monty Python and the Holy Grail","Monty Python : Sacré Graal !","1975"
"21947","Hustler White","Hustler White","1996"
"21948","Women of '69, Unboxed","Women of '69, Unboxed","2014"
"21949","The Gay Desperado","Le Joyeux Bandit","1936"
"21950","An Unmarried Woman","Une femme libre","1978"
"21951","Snowriders","Snowriders","1996"
"21952","When We Were Kings","When We Were Kings","1996"
"21953","Wallace & Gromit: The Wrong Trousers","Un mauvais pantalon","1993"
"21954","The Member of the Wedding","The Member of the Wedding","1952"
"21955","The Return of Martin Guerre","Le Retour de Martin Guerre","1982"
"21956","Faust","La Leçon Faust","1994"
"21957","The Unsuspected","Le crime était presque parfait","1947"
"21958","He Walked by Night","Il marchait dans la nuit","1948"
"21959","Raw Deal","Le Contrat","1948"
"21960","T-Men","La Brigade du suicide","1947"
"21961","The Tin Drum","Le Tambour","1979"
"21962","The Ruling Class","Dieu et mon droit","1972"
"21963","Mina Tannenbaum","Mina Tannenbaum","1994"
"21964","2 ou 3 choses que je sais d'elle","Deux ou trois choses que je sais d'elle","1967"
"21965","The Bloody Child","The Bloody Child","1996"
"21966","The Central Park Five","The Central Park Five","2012"
"21967","Dear God","Escroc malgré lui","1996"
"21968","Burlesque","Burlesque","2010"
"21969","The Collection","The Collection","2012"
"21970","Bad Moon","Bad Moon","1996"
"21971","The Big Short","The Big Short : Le Casse du siècle","2015"
"21972","American Dream","American Dream","1990"
"21973","Bob Roberts","Bob Roberts","1992"
"21974","Cinema Paradiso","Cinema Paradiso","1989"
"21975","The Cook the Thief His Wife & Her Lover","Le Cuisinier, le voleur, sa femme et son amant","1989"
"21976","Dead Tired","Grosse Fatigue","1994"
"21977","Delicatessen","Delicatessen","1991"
"21978","The Double Life of Veronique","La Double Vie de Véronique","1991"
"21979","Enchanted April","Avril enchanté","1992"
"21980","The Haunted House","Malec chez les fantômes","1921"
"21981","Paths of Glory","Les Sentiers de la gloire","1957"
"21982","The Grifters","Les Arnaqueurs","1990"
"21983","Hear My Song","Hear My Song","1991"
"21984","The Shooter","The Shooter","1997"
"21985","The English Patient","Le Patient anglais","1996"
"21986","Mediterraneo","Mediterraneo","1991"
"21987","My Left Foot","My Left Foot","1989"
"21988","Sex, Lies, and Videotape","Sexe, Mensonges et Vidéo","1989"
"21989","Passion Fish","Passion Fish","1992"
"21990","Strictly Ballroom","Ballroom Dancing","1992"
"21991","The Simpsons: The Longest Daycare","Dure journée pour Maggie","2012"
"21992","The Thin Blue Line","The Thin Blue Line","1988"
"21993","Tie Me Up! Tie Me Down!","Attache-moi !","1990"
"21994","Madonna: Truth or Dare","In Bed with Madonna","1991"
"21995","Paris Is Burning","Paris Is Burning","1990"
"21996","9","9","2005"
"21997","One Flew Over the Cuckoo's Nest","One Flew Over the Cuckoo's Nest","1975"
"21998","Cheech and Chong's Up in Smoke","Faut trouver le joint","1978"
"21999","Star Wars: Episode V - The Empire Strikes Back","Star Wars, épisode V : L'Empire contre-attaque","1980"
"22000","The Princess Bride","Princess Bride","1987"
"22001","Raiders of the Lost Ark","Les Aventuriers de l'arche perdue","1981"
"22002","The Ridiculous 6","The Ridiculous 6","2015"
"22003","Brazil","Brazil","1985"
"22004","Aliens","Aliens, le retour","1986"
"22005","The Good, the Bad and the Ugly","Le Bon, la Brute et le Truand","1966"
"22006","Withnail & I","Withnail et moi","1987"
"22007","12 Angry Men","Douze hommes en colère","1957"
"22008","Lawrence of Arabia","Lawrence d'Arabie","1962"
"22009","A Clockwork Orange","Orange mécanique","1971"
"22010","To Kill a Mockingbird","Du silence et des ombres","1962"
"22011","Apocalypse Now","Apocalypse Now","1979"
"22012","Once Upon a Time in the West","Il était une fois dans l'Ouest","1968"
"22013","Il Divo","Il Divo","2008"
"22014","Star Wars: Episode VI - Return of the Jedi","Star Wars, épisode VI : Le Retour du Jedi","1983"
"22015","Wings of Desire","Les Ailes du désir","1987"
"22016","The Third Man","Le Troisième Homme","1949"
"22017","Goodfellas","Les Affranchis","1990"
"22018","The Secret World of Arrietty","Arrietty, le petit monde des chapardeurs","2010"
"22019","Alien","Alien","1979"
"22020","Army of Darkness","Evil Dead 3","1993"
"22021","Tucker & Dale vs Evil","Tucker et Dale fightent le mal","2010"
"22022","The Big Blue","Le Grand Bleu","1988"
"22023","Ran","Ran","1985"
"22024","The Killer","The Killer","1989"
"22025","Psycho","Psychose","1960"
"22026","The Blues Brothers","Les Blues Brothers","1980"
"22027","The Godfather: Part II","Le Parrain 2","1974"
"22028","Full Metal Jacket","Full Metal Jacket","1987"
"22029","A Grand Day Out with Wallace and Gromit","Une grande excursion","1989"
"22030","Henry V","Henry V","1989"
"22031","Amadeus","Amadeus","1984"
"22032","The Quiet Man","L'Homme tranquille","1952"
"22033","Once Upon a Time in America","Il était une fois en Amérique","1984"
"22034","Raging Bull","Raging Bull","1980"
"22035","Annie Hall","Annie Hall","1977"
"22036","The Right Stuff","L'Étoffe des héros","1983"
"22037","Stalker","Stalker","1979"
"22038","Boot, Das","Das Boot","1981"
"22039","The Sting","L'Arnaque","1973"
"22040","Room Service","Panique à l'hôtel","1938"
"22041","Harold and Maude","Harold et Maude","1971"
"22042","Trust","Trust Me","1990"
"22043","The Seventh Seal","Le Septième Sceau","1957"
"22044","Local Hero","Local Hero","1983"
"22045","Doctor Strange","Doctor Strange","2007"
"22046","The Terminator","Terminator","1984"
"22047","Dead Alive","Braindead","1992"
"22048","Glory","Glory","1989"
"22049","Rosencrantz and Guildenstern Are Dead","Rosencrantz et Guildenstern sont morts","1990"
"22050","Manhattan","Manhattan","1979"
"22051","Miller's Crossing","Miller's Crossing","1990"
"22052","Dead Poets Society","Le Cercle des poètes disparus","1989"
"22053","The Graduate","Le Lauréat","1967"
"22054","Touch of Evil","La Soif du mal","1958"
"22055","The Good, the Bad, the Weird","Le Bon, la Brute et le Cinglé","2008"
"22056","La Femme Nikita","Nikita","1990"
"22057","The Bridge on the River Kwai","Le Pont de la rivière Kwaï","1957"
"22058","At the Circus","Un jour au cirque","1939"
"22059","8 1/2","Huit et demi","1963"
"22060","Chinatown","Chinatown","1974"
"22061","The Day the Earth Stood Still","Le Jour où la Terre s'arrêta","1951"
"22062","The Treasure of the Sierra Madre","Le Trésor de la Sierra Madre","1948"
"22063","Bad Taste","Bad Taste","1987"
"22064","Duck Soup","La Soupe au canard","1933"
"22065","Yogi Bear","Yogi l'ours","2010"
"22066","Better Off Dead...","Better Off Dead...","1985"
"22067","The Shining","Shining","1980"
"22068","Stand by Me","Stand by Me","1986"
"22069","M","M le maudit","1931"
"22070","Evil Dead II","Evil Dead 2","1987"
"22071","The Great Escape","La Grande Évasion","1963"
"22072","The Deer Hunter","Voyage au bout de l'enfer","1978"
"22073","The Pink Panther 2","La Panthère rose 2","2009"
"22074","Seve","Seve","2014"
"22075","Diva","Diva","1981"
"22076","Groundhog Day","Un jour sans fin","1993"
"22077","Unforgiven","Impitoyable","1992"
"22078","The Manchurian Candidate","Un crime dans la tête","1962"
"22079","Pump Up the Volume","Pump Up the Volume","1990"
"22080","Arsenic and Old Lace","Arsenic et vieilles dentelles","1944"
"22081","Back to the Future","Retour vers le futur","1985"
"22082","Fried Green Tomatoes","Beignets de tomates vertes","1991"
"22083","Promised Land","Promised Land","2012"
"22084","Patton","Patton","1970"
"22085","Down by Law","Down by Law","1986"
"22086","Far Cry","Far Cry","2008"
"22087","Akira","Akira","1988"
"22088","Highlander","Highlander","1986"
"22089","Cool Hand Luke","Luke la main froide","1967"
"22090","Cyrano de Bergerac","Cyrano de Bergerac","1990"
"22091","Young Frankenstein","Frankenstein Junior","1974"
"22092","Night on Earth","Night on Earth","1991"
"22093","Raise the Red Lantern","Épouses et Concubines","1991"
"22094","War of the Worlds","La Guerre des mondes","2005"
"22095","The Great Dictator","Le Dictateur","1940"
"22096","Fantasia","Fantasia","1940"
"22097","High Noon","Le train sifflera trois fois","1952"
"22098","The Big Sleep","Le Grand Sommeil","1946"
"22099","Heathers","Fatal Games","1989"
"22100","Somewhere in Time","Quelque part dans le temps","1980"
"22101","Ben-Hur","Ben-Hur","1959"
"22102","This Is Spinal Tap","Spın̈al Tap","1984"
"22103","Koyaanisqatsi","Koyaanisqatsi","1983"
"22104","Some Kind of Wonderful","L'Amour à l'envers","1987"
"22105","Alpha Dog","Alpha Dog","2007"
"22106","Indiana Jones and the Last Crusade","Indiana Jones et la Dernière Croisade","1989"
"22107","Being There","Bienvenue, mister Chance","1979"
"22108","Gandhi","Gandhi","1982"
"22109","The Hitcher","Hitcher","2007"
"22110","The Unbearable Lightness of Being","L'Insoutenable Légèreté de l'être","1988"
"22111","A Room with a View","Chambre avec vue","1986"
"22112","Real Genius","Profession : Génie","1985"
"22113","Pink Floyd: The Wall","The Wall","1982"
"22114","The Killing Fields","La Déchirure","1984"
"22115","My Life as a Dog","Ma vie de chien","1985"
"22116","Forbidden Planet","Planète interdite","1956"
"22117","Field of Dreams","Jusqu'au bout du rêve","1989"
"22118","The Man Who Would Be King","L'Homme qui voulut être roi","1975"
"22119","Butch Cassidy and the Sundance Kid","Butch Cassidy et le Kid","1969"
"22120","March of the Penguins","La Marche de l'empereur","2005"
"22121","Judas Kiss","Judas Kiss","2011"
"22122","Paris, Texas","Paris, Texas","1984"
"22123","Until the End of the World","Jusqu'au bout du monde","1991"
"22124","When Harry Met Sally...","Quand Harry rencontre Sally","1989"
"22125","Hype!","Hype!","1996"
"22126","Role/Play","Role/Play","2010"
"22127","Santa with Muscles","Santa with Muscles","1996"
"22128","Female Perversions","Female Perversions","1996"
"22129","I'm Not Rappaport","I'm Not Rappaport","1996"
"22130","Alien³","Alien 3","1992"
"22131","An American Werewolf in London","Le Loup-garou de Londres","1981"
"22132","Amityville 1992: It's About Time","Amityville 1993 : Votre heure a sonné","1992"
"22133","Amityville 3-D","Amityville 3D : Le Démon","1983"
"22134","Amityville: Dollhouse","Amityville : La Maison de poupées","1996"
"22135","Amityville: A New Generation","Amityville : Darkforce","1993"
"22136","The Young Savages","Le Temps du châtiment","1961"
"22137","Amityville II: The Possession","Amityville 2 : Le Possédé","1982"
"22138","The Amityville Horror","Amityville","1979"
"22139","The Amityville Curse","Amityville: La Malédiction","1990"
"22140","Blood for Dracula","Du sang pour Dracula","1974"
"22141","April Fool's Day","Week-end de terreur","1986"
"22142","Audrey Rose","Audrey Rose","1977"
"22143","The Believers","Les Envoûtés","1987"
"22144","The Birds","Les Oiseaux","1963"
"22145","The Blob","Danger planétaire","1958"
"22146","Blood Beach","Blood Beach","1981"
"22147","Body Parts","Body Parts","1991"
"22148","The Body Snatcher","Le Récupérateur de cadavres","1945"
"22149","Dracula","Le Cauchemar de Dracula","1992"
"22150","The Bride of Frankenstein","La Fiancée de Frankenstein","1935"
"22151","Burnt Offerings","Trauma","1976"
"22152","Candyman","Candyman","1992"
"22153","Cape Fear","Les Nerfs à vif","1991"
"22154","Cape Fear","Les Nerfs à vif","1962"
"22155","Carrie","Carrie au bal du diable","1976"
"22156","Cat People","La Féline","1982"
"22157","A Nightmare on Elm Street","Les Griffes de la nuit","1984"
"22158","Nosferatu","Nosferatu le vampire","1922"
"22159","Vampire in Venice","Nosferatu à Venise","1986"
"22160","The Omen","La Malédiction","1976"
"22161","Blood and Wine","Blood and Wine","1996"
"22162","Made in Dagenham","We Want Sex Equality","2010"
"22163","Albino Alligator","Albino Alligator","1996"
"22164","The Mirror Has Two Faces","Leçons de séduction","1996"
"22165","Breaking the Waves","Breaking the Waves","1996"
"22166","Nightwatch","Le Veilleur de nuit","1997"
"22167","Star Trek: First Contact","Star Trek : Premier Contact","1996"
"22168","Shine","Shine","1996"
"22169","Sling Blade","Sling Blade","1996"
"22170","Jingle All the Way","La Course au jouet","1996"
"22171","Paradise Lost: The Child Murders at Robin Hood Hills","Paradise Lost: The Child Murders at Robin Hood Hills","1996"
"22172","Rebound","Basket Academy","2005"
"22173","After the Wedding","After the Wedding","2006"
"22174","The Preacher's Wife","La Femme du pasteur","1996"
"22175","Aftermath","Aftermath","1994"
"22176","Ridicule","Ridicule","1996"
"22177","The Crucible","La Chasse aux sorcières","1996"
"22178","101 Dalmatians","Les 101 Dalmatiens","1996"
"22179","I Can't Sleep","I Can't Sleep","1994"
"22180","Die Hard 2","58 minutes pour vivre","1990"
"22181","Eat Sleep Die","Eat Sleep Die","2012"
"22182","Star Trek: The Motion Picture","Star Trek, le film","1979"
"22183","Star Trek VI: The Undiscovered Country","Star Trek 6 : Terre inconnue","1991"
"22184","Waste Land","Waste Land","2010"
"22185","Star Trek V: The Final Frontier","Star Trek 5 : L'Ultime Frontière","1989"
"22186","Star Trek II: The Wrath of Khan","Star Trek 2 : La Colère de Khan","1982"
"22187","Star Trek III: The Search for Spock","Star Trek 3 : À la recherche de Spock","1984"
"22188","Dark Water","Dark Water","2005"
"22189","Star Trek IV: The Voyage Home","Star Trek 4 : Retour sur Terre","1986"
"22190","Batman Returns","Batman : Le Défi","1992"
"22191","Young Guns","Young Guns","1988"
"22192","Rock-A-Doodle","Rock-o-rico","1991"
"22193","Young Guns II","Young Guns 2","1990"
"22194","Grease","Grease","1978"
"22195","Grease 2","Grease 2","1982"
"22196","Marked for Death","Désigné pour mourir","1990"
"22197","Fantastic Four","Les Quatre Fantastiques","2005"
"22198","The Substance of Fire","The Substance of Fire","1996"
"22199","Monkey Kingdom","Monkey Kingdom","2015"
"22200","Under Siege","Piège en haute mer","1992"
"22201","Murderball","Murderball","2005"
"22202","Jaws","Les Dents de la mer","1975"
"22203","Jaws 2","Les Dents de la mer 2","1978"
"22204","Sword of Vengeance","Sword of Vengeance","2014"
"22205","Jaws 3-D","Les Dents de la mer 3","1983"
"22206","My Fellow Americans","Président ? Vous avez dit président ?","1996"
"22207","Mars Attacks!","Mars Attacks!","1996"
"22208","Citizen Ruth","Citizen Ruth","1996"
"22209","Jerry Maguire","Jerry Maguire","1996"
"22210","Raising Arizona","Arizona Junior","1987"
"22211","Wedding Crashers","Serial noceurs","2005"
"22212","Tin Men","Les Filous","1987"
"22213","Sneakers","Les Experts","1992"
"22214","Happy Endings","Happy Endings","2005"
"22215","Bastard Out of Carolina","Bastard Out of Carolina","1996"
"22216","In Love and War","Le Temps d'aimer","1996"
"22217","Marvin's Room","Simples Secrets","1996"
"22218","Dr. Horrible's Sing-Along Blog","Dr. Horrible's Sing-Along Blog","2008"
"22219","The Goat","Malec l'insaisissable","1921"
"22220","Ghosts of Mississippi","Les Fantômes du passé","1996"
"22221","The Boat","Frigo capitaine au long cours","1921"
"22222","Night Falls on Manhattan","Dans l'ombre de Manhattan","1996"
"22223","Beavis and Butt-Head Do America","Beavis et Butt-Head se font l'Amérique","1996"
"22224","La Cérémonie","La Cérémonie","1995"
"22225","Scream","Scream","1996"
"22226","The Last of the Mohicans","Le Dernier des Mohicans","1992"
"22227","Michael","Michael","1996"
"22228","The Evening Star","Étoile du soir","1996"
"22229","The Age of Adaline","Adaline","2015"
"22230","Hamlet","Hamlet","1996"
"22231","The Whole Wide World","The Whole Wide World","1996"
"22232","Who Is Harry Nilsson","Who Is Harry Nilsson","2010"
"22233","Mother","Mother","1996"
"22234","Thieves","Les Voleurs","1996"
"22235","Evita","Evita","1996"
"22236","The Portrait of a Lady","Portrait de femme","1996"
"22237","Lovesick","Lovesick","2014"
"22238","Walkabout","Walkabout","1971"
"22239","Message to Love: The Isle of Wight Festival","Message to Love: The Isle of Wight Festival","1996"
"22240","Murder at 1600","Meurtre à la Maison-Blanche","1997"
"22241","Hearts and Minds","Le Cœur et l'Esprit","1996"
"22242","Fierce Creatures","Créatures féroces","1997"
"22243","Gangster Squad","Gangster Squad","2013"
"22244","Danny Collins","Danny Collins","2015"
"22245","Turbulence","Turbulences à 30 000 pieds","1997"
"22246","World of Tomorrow","World of Tomorrow","2015"
"22247","Angel Baby","Angel Baby","1995"
"22248","The Green Hornet","The Green Hornet","2011"
"22249","Police Story 4: First Strike","Contre-attaque","1996"
"22250","Underworld","Underworld","1996"
"22251","Russian Dolls","Les Poupées russes","2005"
"22252","Beverly Hills Ninja","Beverly Hills Ninja","1997"
"22253","Linda Linda Linda","Linda Linda Linda","2005"
"22254","Metro","Le Flic de San Francisco","1997"
"22255","The Machine","The Machine","1994"
"22256","Zoolander 2","Zoolander 2","2016"
"22257","The Company You Keep","Sous surveillance","2012"
"22258","The Cement Garden","The Cement Garden","1993"
"22259","Dante's Peak","Le Pic de Dante","1997"
"22260","The Playhouse","Frigo fregoli","1921"
"22261","Amos & Andrew","Amos et Andrew","1993"
"22262","The Paleface","Visage pâle","1922"
"22263","Benny & Joon","Benny and Joon","1993"
"22264","Prefontaine","Prefontaine","1997"
"22265","Guantanamera","Guantanamera","1994"
"22266","McHale's Navy","McHale's Navy","1997"
"22267","Kolya","Kolja","1996"
"22268","Gridlock'd","Gridlock'd","1997"
"22269","Waiting for Guffman","Waiting for Guffman","1996"
"22270","Bridge to Terabithia","Bridge to Terabithia","2007"
"22271","Olive Kitteridge","Olive Kitteridge","2014"
"22272","Prisoner of the Mountains","Le Prisonnier du Caucase","1996"
"22273","The Beautician and the Beast","The Beautician and the Beast","1997"
"22274","SubUrbia","Suburbia","1997"
"22275","Hotel de Love","Hotel de Love","1996"
"22276","The Warrior's Way","The Warrior's Way","2010"
"22277","The Pest","The Pest","1997"
"22278","Fools Rush In","Coup de foudre et conséquences","1997"
"22279","Touch","Touch","1997"
"22280","Absolute Power","Les Pleins Pouvoirs","1997"
"22281","That Darn Cat","Le Nouvel Espion aux pattes de velours","1997"
"22282","Vegas Vacation","Bonjour les vacances : Viva Las Vegas","1997"
"22283","It's Such a Beautiful Day","It's Such a Beautiful Day","2012"
"22284","That Old Feeling","That Old Feeling","1997"
"22285","Lost Highway","Lost Highway","1997"
"22286","Rosewood","Rosewood","1997"
"22287","Donnie Brasco","Donnie Brasco","1997"
"22288","Booty Call","Booty Call","1997"
"22289","City of Industry","City of Crime","1997"
"22290","Foxcatcher","Foxcatcher","2014"
"22291","Best Men","Best Men","1997"
"22292","A Girl Like Her","A Girl Like Her","2015"
"22293","Jungle 2 Jungle","Un Indien à New York","1997"
"22294","Kama Sutra: A Tale of Love","Kama Sutra","1996"
"22295","Private Parts","Parties intimes","1997"
"22296","The Saint","Le Saint","1997"
"22297","Grandma","Grandma","2015"
"22298","Smilla's Sense of Snow","Smilla","1997"
"22299","The Van","The Van","1996"
"22300","Crash","Collision","1996"
"22301","The Daytrippers","En route vers Manhattan","1996"
"22302","Liar Liar","Menteur, menteur","1997"
"22303","Selena","Selena","1997"
"22304","The Devil's Own","Ennemis rapprochés","1997"
"22305","Cats Don't Dance","Dany, le chat superstar","1997"
"22306","House","House","1977"
"22307","B*A*P*S","B*A*P*S","1997"
"22308","Cops","Frigo déménageur","1922"
"22309","Whores' Glory","Whores' Glory","2011"
"22310","Love and Other Catastrophes","Love and Other Catastrophes","1996"
"22311","Turbo: A Power Rangers Movie","Power Rangers Turbo, le film","1997"
"22312","Double Team","Double Team","1997"
"22313","Inventing the Abbotts","Les Années rebelles","1997"
"22314","Anaconda","Anaconda, le prédateur","1997"
"22315","Kenny","Kenny","2006"
"22316","Grosse Pointe Blank","Tueurs à gages","1997"
"22317","Keys to Tulsa","Meurtre à Tulsa","1997"
"22318","Kissed","Kissed","1996"
"22319","How to Be Single","Célibataire, mode d'emploi","2016"
"22320","8 Heads in a Duffel Bag","8 Têtes dans un sac","1997"
"22321","Hustle & Flow","Hustle and Flow","2005"
"22322","Hollow Reed","Une vie normale","1996"
"22323","49 Up","Up Series","2005"
"22324","Beware of Mr. Baker","Beware of Mr. Baker","2012"
"22325","Paradise Road","Paradise Road","1997"
"22326","Traveller","Les Truands","1997"
"22327","Batman: The Dark Knight Returns, Part 2","Batman: The Dark Knight Returns","2013"
"22328","Romy and Michele's High School Reunion","Romy et Michelle, 10 ans après","1997"
"22329","Volcano","Volcano","1997"
"22330","Children of the Revolution","Les Enfants de la Révolution","1996"
"22331","Austin Powers: International Man of Mystery","Austin Powers","1997"
"22332","Breakdown","Breakdown","1997"
"22333","Zulu","Zoulou","2013"
"22334","Truth or Consequences, N.M.","La Dernière Cavale","1997"
"22335","Warriors of Virtue","Magic Warriors","1997"
"22336","Fathers' Day","Drôles de pères","1997"
"22337","The Fifth Element","Le Cinquième Élément","1997"
"22338","Nowhere","Nowhere","1997"
"22339","Losing Chase","Les Orages d'un été","1996"
"22340","Sprung","Sprung","1997"
"22341","Waitress","Waitress","2007"
"22342","Paul Williams Still Alive","Paul Williams Still Alive","2011"
"22343","Love! Valour! Compassion!","Love! Valour! Compassion!","1997"
"22344","Shall We Dance?","Shall We Dance?","1996"
"22345","Twin Town","Twin Town","1997"
"22346","Addicted to Love","Addicted to Love","1997"
"22347","Brassed Off","Les Virtuoses","1996"
"22348","The Designated Mourner","The Designated Mourner","1997"
"22349","Everything or Nothing: The Untold Story of 007","Everything or Nothing: The Untold Story of 007","2012"
"22350","The Lost World: Jurassic Park","Le Monde perdu : Jurassic Park","1997"
"22351","Kite","Kite","2014"
"22352","Ponette","Ponette","1996"
"22353","Schizopolis","Schizopolis","1996"
"22354","Rough Magic","Miss Shumway jette un sort","1995"
"22355","Trial and Error","Le Plus Fou des deux","1997"
"22356","I Love You, Man","I Love You, Man","2009"
"22357","The Island","The Island","2005"
"22358","The Secret","The Secret","2006"
"22359","Con Air","Les Ailes de l'enfer","1997"
"22360","Bad News Bears","Bad News Bears","2005"
"22361","The Pillow Book","The Pillow Book","1996"
"22362","To Have (or Not)","En avoir (ou pas)","1995"
"22363","The Devil's Rejects","The Devil's Rejects","2005"
"22364","Speed 2: Cruise Control","Speed 2 : Cap sur le danger","1997"
"22365","Last Days","Last Days","2005"
"22366","Season of the Witch","Season of the Witch","2011"
"22367","Batman & Robin","Batman et Robin","1997"
"22368","Dream With the Fishes","Dream With the Fishes","1997"
"22369","For Roseanna","For Roseanna","1997"
"22370","Sky High","Sky High","2005"
"22371","Hercules","Hercule","1997"
"22372","Stealth","Furtif","2005"
"22373","Must Love Dogs","La Main au collier","2005"
"22374","My Best Friend's Wedding","Le Mariage de mon meilleur ami","1997"
"22375","Tetsuo II: Body Hammer","Tetsuo II: Body Hammer","1992"
"22376","The Aristocrats","The Aristocrats","2005"
"22377","When the Cat's Away","Chacun cherche son chat","1996"
"22378","Contempt","Le Mépris","1963"
"22379","Face/Off","Volte-face","1997"
"22380","Gabbeh","Gabbeh","1996"
"22381","Men in Black","Men in Black","1997"
"22382","Out to Sea","La Croisière aventureuse","1997"
"22383","Wild America","Wild America","1997"
"22384","A Simple Wish","La Guerre des fées","1997"
"22385","Contact","Contact","1997"
"22386","G.I. Jane","À armes égales","1997"
"22387","Conan the Barbarian","Conan le Barbare","1982"
"22388","Ricky Gervais Live 4: Science","Science","2010"
"22389","George of the Jungle","George de la jungle","1997"
